Site,Year,maxDHW,maxSST
Academy_Bay,1981,NA,24.1700000762939
Academy_Bay,1982,0.322613459342871,27.769998550415
Academy_Bay,1983,27.7197675485215,30.3299999237061
Academy_Bay,1984,0,27.2999992370605
Academy_Bay,1985,0,26.2899990081787
Academy_Bay,1986,2.19449664198152,28.6700000762939
Academy_Bay,1987,9.44619178458058,29.2799987792969
Academy_Bay,1988,0,26.7199993133545
Academy_Bay,1989,0,26.8599987030029
Academy_Bay,1990,0,27.0799999237061
Academy_Bay,1991,1.7530677762763,28.0900001525879
Academy_Bay,1992,13.2229364042301,29.4200000762939
Academy_Bay,1993,4.88017712556037,29.2899990081787
Academy_Bay,1994,0,26.5599994659424
Academy_Bay,1995,0.201306827763651,27.9899997711182
Academy_Bay,1996,0.605348814938554,28.2600002288818
Academy_Bay,1997,5.14956842903404,28.7600002288818
Academy_Bay,1998,33.2583401324013,30.5900001525879
Academy_Bay,1999,0.152735377393952,27.6499996185303
Academy_Bay,2000,0,27.1499996185303
Academy_Bay,2001,1.71902553842129,28.3999996185303
Academy_Bay,2002,4.91385474277218,28.1800003051758
Academy_Bay,2003,2.91127385396248,28.6499996185303
Academy_Bay,2004,0,27.1299991607666
Academy_Bay,2005,0.778084105139426,28.0999984741211
Academy_Bay,2006,1.68176119919275,28.3899993896484
Academy_Bay,2007,1.74176039265676,28.1999988555908
Academy_Bay,2008,6.61479477006562,28.519998550415
Academy_Bay,2009,0.99224809755849,28.2899990081787
Academy_Bay,2010,7.78145156807614,29.0799999237061
Academy_Bay,2011,2.26841671110534,28
Academy_Bay,2012,4.19732042956776,28.2799987792969
Academy_Bay,2013,1.06498382372476,28.1800003051758
Academy_Bay,2014,0.148449565016023,27.6199989318848
Academy_Bay,2015,3.64911441727639,28.4599990844727
Academy_Bay,2016,5.71956894129338,28.8199996948242
Academy_Bay,2017,9.64740867627303,29.769998550415
Academy_Bay,2018,0.495348749543743,27.7799987792969
Academy_Bay,2019,2.51151740668713,28.5799999237061
Bahia_Banderas,1981,NA,31.1499996185303
Bahia_Banderas,1982,0.482671148766021,31.1199989318848
Bahia_Banderas,1983,1.72033258956698,31.3199996948242
Bahia_Banderas,1984,0.645528204430084,31.6799983978271
Bahia_Banderas,1985,0,30.6399993896484
Bahia_Banderas,1986,0,30.5299987792969
Bahia_Banderas,1987,0,30.9099998474121
Bahia_Banderas,1988,0,30.6399993896484
Bahia_Banderas,1989,0,30.5299987792969
Bahia_Banderas,1990,0,30.7299995422363
Bahia_Banderas,1991,0,30.7299995422363
Bahia_Banderas,1992,0.172319034277569,31.1599998474121
Bahia_Banderas,1993,0.307494906236499,31.0399990081787
Bahia_Banderas,1994,0.346066672681114,31.3199996948242
Bahia_Banderas,1995,0,30.4799995422363
Bahia_Banderas,1996,0,30.8499984741211
Bahia_Banderas,1997,3.30227972285539,31.5699996948242
